,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,sourcefilename,Loan_Status
45,LP001232,Male,Yes,0,Graduate,No,4260,3900.0,185.0,,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
46,LP001237,Male,Yes,,Not Graduate,No,4163,1475.0,162.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
47,LP001242,Male,No,0,Not Graduate,No,2356,1902.0,108.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
48,LP001268,Male,No,0,Graduate,No,6792,3338.0,187.0,,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
49,LP001270,Male,Yes,3+,Not Graduate,Yes,8000,250.0,187.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
50,LP001284,Male,Yes,1,Graduate,No,2419,1707.0,124.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
51,LP001287,,Yes,3+,Not Graduate,No,3500,833.0,120.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
52,LP001291,Male,Yes,1,Graduate,No,3500,3077.0,160.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
53,LP001298,Male,Yes,2,Graduate,No,4116,1000.0,30.0,180.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
54,LP001312,Male,Yes,0,Not Graduate,Yes,5293,0.0,92.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
55,LP001313,Male,No,0,Graduate,No,2750,0.0,130.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
56,LP001317,Female,No,0,Not Graduate,No,4402,0.0,130.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
57,LP001321,Male,Yes,2,Graduate,No,3613,3539.0,134.0,180.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
58,LP001323,Female,Yes,2,Graduate,No,2779,3664.0,176.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
59,LP001324,Male,Yes,3+,Graduate,No,4720,0.0,90.0,180.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
60,LP001332,Male,Yes,0,Not Graduate,No,2415,1721.0,110.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
61,LP001335,Male,Yes,0,Graduate,Yes,7016,292.0,125.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
62,LP001338,Female,No,2,Graduate,No,4968,0.0,189.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
63,LP001347,Female,No,0,Graduate,No,2101,1500.0,108.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
64,LP001348,Male,Yes,3+,Not Graduate,No,4490,0.0,125.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
65,LP001351,Male,Yes,0,Graduate,No,2917,3583.0,138.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
66,LP001352,Male,Yes,0,Not Graduate,No,4700,0.0,135.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
67,LP001358,Male,Yes,0,Graduate,No,3445,0.0,130.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
68,LP001359,Male,Yes,0,Graduate,No,7666,0.0,187.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
69,LP001361,Male,Yes,0,Graduate,No,2458,5105.0,188.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
70,LP001366,Female,No,,Graduate,No,3250,0.0,95.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
71,LP001368,Male,No,0,Graduate,No,4463,0.0,65.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
72,LP001375,Male,Yes,1,Graduate,,4083,1775.0,139.0,60.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
73,LP001380,Male,Yes,0,Graduate,Yes,3900,2094.0,232.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
74,LP001386,Male,Yes,0,Not Graduate,No,4750,3583.0,144.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
75,LP001400,Male,No,0,Graduate,No,3583,3435.0,155.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
76,LP001407,Male,Yes,0,Graduate,No,3189,2367.0,186.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
77,LP001413,Male,No,0,Graduate,Yes,6356,0.0,50.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
78,LP001415,Male,Yes,1,Graduate,No,3413,4053.0,,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
79,LP001419,Female,Yes,0,Graduate,No,7950,0.0,185.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
80,LP001420,Male,Yes,3+,Graduate,No,3829,1103.0,163.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
81,LP001428,Male,Yes,3+,Graduate,No,72529,0.0,360.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
82,LP001445,Male,Yes,2,Not Graduate,No,4136,0.0,149.0,480.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
83,LP001446,Male,Yes,0,Graduate,No,8449,0.0,257.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
84,LP001450,Male,Yes,0,Graduate,No,4456,0.0,131.0,180.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
85,LP001452,Male,Yes,2,Graduate,No,4635,8000.0,102.0,180.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
86,LP001455,Male,Yes,0,Graduate,No,3571,1917.0,135.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
87,LP001466,Male,No,0,Graduate,No,3066,0.0,95.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
88,LP001471,Male,No,2,Not Graduate,No,3235,2015.0,77.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
89,LP001472,Female,No,0,Graduate,,5058,0.0,200.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
90,LP001475,Male,Yes,0,Graduate,Yes,3188,2286.0,130.0,360.0,,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
91,LP001483,Male,Yes,3+,Graduate,No,13518,0.0,390.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
92,LP001486,Male,Yes,1,Graduate,No,4364,2500.0,185.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
93,LP001490,Male,Yes,2,Not Graduate,No,4766,1646.0,100.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
94,LP001496,Male,Yes,1,Graduate,No,4609,2333.0,123.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
95,LP001499,Female,Yes,3+,Graduate,No,6260,0.0,110.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
96,LP001500,Male,Yes,1,Graduate,No,3333,4200.0,256.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
97,LP001501,Male,Yes,0,Graduate,No,3500,3250.0,140.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
98,LP001517,Male,Yes,3+,Graduate,No,9719,0.0,61.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
99,LP001527,Male,Yes,3+,Graduate,No,6835,0.0,188.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
100,LP001534,Male,No,0,Graduate,No,4452,0.0,131.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
101,LP001542,Female,Yes,0,Graduate,No,2262,0.0,,480.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
102,LP001547,Male,Yes,1,Graduate,No,3901,0.0,116.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
103,LP001548,Male,Yes,2,Not Graduate,No,2687,0.0,50.0,180.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
104,LP001558,Male,No,0,Graduate,No,2243,2233.0,107.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
105,LP001561,Female,Yes,0,Graduate,No,3417,1287.0,200.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
106,LP001563,,No,0,Graduate,No,1596,1760.0,119.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
107,LP001567,Male,Yes,3+,Graduate,No,4513,0.0,120.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
108,LP001568,Male,Yes,0,Graduate,No,4500,0.0,140.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
109,LP001573,Male,Yes,0,Not Graduate,No,4523,1350.0,165.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
110,LP001584,Female,No,0,Graduate,Yes,4742,0.0,108.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
111,LP001587,Male,Yes,,Graduate,No,4082,0.0,93.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
112,LP001589,Female,No,0,Graduate,No,3417,0.0,102.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
113,LP001591,Female,Yes,2,Graduate,No,2922,3396.0,122.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
114,LP001599,Male,Yes,0,Graduate,No,4167,4754.0,160.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
115,LP001601,Male,No,3+,Graduate,No,4243,4123.0,157.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
116,LP001607,Female,No,0,Not Graduate,No,0,1760.0,180.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
117,LP001611,Male,Yes,1,Graduate,No,1516,2900.0,80.0,,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
118,LP001613,Female,No,0,Graduate,No,1762,2666.0,104.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
119,LP001622,Male,Yes,2,Graduate,No,724,3510.0,213.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
120,LP001627,Male,No,0,Graduate,No,3125,0.0,65.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
121,LP001650,Male,Yes,0,Graduate,No,2333,3803.0,146.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
122,LP001651,Male,Yes,3+,Graduate,No,3350,1560.0,135.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
123,LP001652,Male,No,0,Graduate,No,2500,6414.0,187.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
124,LP001655,Female,No,0,Graduate,No,12500,0.0,300.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
125,LP001660,Male,No,0,Graduate,No,4667,0.0,120.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
126,LP001662,Male,No,0,Graduate,No,6500,0.0,71.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
127,LP001663,Male,Yes,2,Graduate,No,7500,0.0,225.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
128,LP001667,Male,No,0,Graduate,No,3073,0.0,70.0,180.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
129,LP001695,Male,Yes,1,Not Graduate,No,3321,2088.0,70.0,,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
130,LP001703,Male,Yes,0,Graduate,No,3333,1270.0,124.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
131,LP001718,Male,No,0,Graduate,No,3391,0.0,132.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
132,LP001728,Male,Yes,1,Graduate,Yes,3343,1517.0,105.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
133,LP001735,Female,No,1,Graduate,No,3620,0.0,90.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
134,LP001737,Male,No,0,Graduate,No,4000,0.0,83.0,84.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
135,LP001739,Male,Yes,0,Graduate,No,4258,0.0,125.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
136,LP001742,Male,Yes,2,Graduate,No,4500,0.0,147.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
137,LP001757,Male,Yes,1,Graduate,No,2014,2925.0,120.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
138,LP001769,,No,,Graduate,No,3333,1250.0,110.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
139,LP001771,Female,No,3+,Graduate,No,4083,0.0,103.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
140,LP001785,Male,No,0,Graduate,No,4727,0.0,150.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
141,LP001787,Male,Yes,3+,Graduate,No,3089,2999.0,100.0,240.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
142,LP001789,Male,Yes,3+,Not Graduate,,6794,528.0,139.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
143,LP001791,Male,Yes,0,Graduate,Yes,32000,0.0,550.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
144,LP001794,Male,Yes,2,Graduate,Yes,10890,0.0,260.0,12.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
145,LP001797,Female,No,0,Graduate,No,12941,0.0,150.0,300.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
146,LP001815,Male,No,0,Not Graduate,No,3276,0.0,90.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
147,LP001817,Male,No,0,Not Graduate,Yes,8703,0.0,199.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
148,LP001818,Male,Yes,1,Graduate,No,4742,717.0,139.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
149,LP001822,Male,No,0,Graduate,No,5900,0.0,150.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
150,LP001827,Male,No,0,Graduate,No,3071,4309.0,180.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
151,LP001831,Male,Yes,0,Graduate,No,2783,1456.0,113.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
152,LP001842,Male,No,0,Graduate,No,5000,0.0,148.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
153,LP001853,Male,Yes,1,Not Graduate,No,2463,2360.0,117.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
154,LP001855,Male,Yes,2,Graduate,No,4855,0.0,72.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
155,LP001857,Male,No,0,Not Graduate,Yes,1599,2474.0,125.0,300.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
156,LP001862,Male,Yes,2,Graduate,Yes,4246,4246.0,214.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
157,LP001867,Male,Yes,0,Graduate,No,4333,2291.0,133.0,350.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
158,LP001878,Male,No,1,Graduate,No,5823,2529.0,187.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
159,LP001881,Male,Yes,0,Not Graduate,No,7895,0.0,143.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
160,LP001886,Male,No,0,Graduate,No,4150,4256.0,209.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
161,LP001906,Male,No,0,Graduate,,2964,0.0,84.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
162,LP001909,Male,No,0,Graduate,No,5583,0.0,116.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
163,LP001911,Female,No,0,Graduate,No,2708,0.0,65.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
164,LP001921,Male,No,1,Graduate,No,3180,2370.0,80.0,240.0,,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
165,LP001923,Male,No,0,Not Graduate,No,2268,0.0,170.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
166,LP001933,Male,No,2,Not Graduate,No,1141,2017.0,120.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
167,LP001943,Male,Yes,0,Graduate,No,3042,3167.0,135.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
168,LP001950,Female,Yes,3+,Graduate,,1750,2935.0,94.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
169,LP001959,Female,Yes,1,Graduate,No,3564,0.0,79.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
170,LP001961,Female,No,0,Graduate,No,3958,0.0,110.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
171,LP001973,Male,Yes,2,Not Graduate,No,4483,0.0,130.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
172,LP001975,Male,Yes,0,Graduate,No,5225,0.0,143.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
173,LP001979,Male,No,0,Graduate,No,3017,2845.0,159.0,180.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
174,LP001995,Male,Yes,0,Not Graduate,No,2431,1820.0,110.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
175,LP001999,Male,Yes,2,Graduate,,4912,4614.0,160.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
176,LP002007,Male,Yes,2,Not Graduate,No,2500,3333.0,131.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
177,LP002009,Female,No,0,Graduate,No,2918,0.0,65.0,360.0,,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
178,LP002016,Male,Yes,2,Graduate,No,5128,0.0,143.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
179,LP002017,Male,Yes,3+,Graduate,No,15312,0.0,187.0,360.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
180,LP002018,Male,Yes,2,Graduate,No,3958,2632.0,160.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
181,LP002027,Male,Yes,0,Graduate,No,4334,2945.0,165.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
182,LP002028,Male,Yes,2,Graduate,No,4358,0.0,110.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
183,LP002042,Female,Yes,1,Graduate,No,4000,3917.0,173.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
184,LP002045,Male,Yes,3+,Graduate,No,10166,750.0,150.0,,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
185,LP002046,Male,Yes,0,Not Graduate,No,4483,0.0,135.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
186,LP002047,Male,Yes,2,Not Graduate,No,4521,1184.0,150.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
187,LP002056,Male,Yes,2,Graduate,No,9167,0.0,235.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
188,LP002057,Male,Yes,0,Not Graduate,No,13083,0.0,,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
189,LP002059,Male,Yes,2,Graduate,No,7874,3967.0,336.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
190,LP002062,Female,Yes,1,Graduate,No,4333,0.0,132.0,84.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
191,LP002064,Male,No,0,Graduate,No,4083,0.0,96.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
192,LP002069,Male,Yes,2,Not Graduate,,3785,2912.0,180.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
193,LP002070,Male,Yes,3+,Not Graduate,No,2654,1998.0,128.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
194,LP002077,Male,Yes,1,Graduate,No,10000,2690.0,412.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
195,LP002083,Male,No,0,Graduate,Yes,5833,0.0,116.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
196,LP002090,Male,Yes,1,Graduate,No,4796,0.0,114.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
197,LP002096,Male,Yes,0,Not Graduate,No,2000,1600.0,115.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
198,LP002099,Male,Yes,2,Graduate,No,2540,700.0,104.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
199,LP002102,Male,Yes,0,Graduate,Yes,1900,1442.0,88.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
200,LP002105,Male,Yes,0,Graduate,Yes,8706,0.0,108.0,480.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
201,LP002107,Male,Yes,3+,Not Graduate,No,2855,542.0,90.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
202,LP002111,Male,Yes,,Graduate,No,3016,1300.0,100.0,360.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data3.csv,
